person_name,acct_num,card_company,card_number,txn_datetime,merch_name,merch_cat,txn_amount,currency,pay_meth,city,txn_type,bill_cyc,txn_status
teresahobbs,GB67HLEK14492946534565,Mastercard,376385434316197,2025-12-12 13:59:25,Bewakoof,Clothing,52301.40,INR,Mobile Payment,North Kimberly,Withdrawal,May,Declined
thomasortiz,GB79FKAZ84030165041107,Maestro,30131252519811,2025-07-30 08:17:55,CaratLane,Clothing,60382.07,INR,NEFT,New Randy,Refund,January,Pending
rodriguezbrianna,GB67XTDL21302902855048,saphiro,3547413588973833,2025-01-19 07:13:01,Spencer’s Retail,Health,83684.88,INR,Debit Card,Cameronmouth,Purchase,December,Declined
julieyoung,GB87LNCQ48730653331161,chhupay,3529310258953420,2025-02-08 06:32:36,Reliance Digital,Health,48714.79,INR,Mobile Payment,Heatherstad,Purchase,June,Pending
michelle51,GB92GELS73566312608752,amex,4495443752347333170,2025-02-18 19:57:17,Lenskart,Clothing,50756.10,INR,Mobile Payment,Lake Richardmouth,Deposit,January,Approved
teresa49,GB46ZQUR61951164897371,Diners Club,3569288039068174,2025-09-04 18:34:18,JioMart,Health,45288.32,INR,Bank Transfer,Dillonstad,Withdrawal,July,Reversed
patriciasullivan,GB22UNLB57590695224992,VISA,213128472559378,2025-12-16 10:38:14,Snapdeal,Dining,85433.04,INR,Credit Card,Huntshire,Refund,June,Reversed
cynthiamcintyre,GB89VCAH25460359976087,saphiro,30210090908053,2025-02-10 14:08:43,Reliance Retail,Dining,42332.95,INR,RTGS,South Eric,Refund,July,Pending
pedro70,GB52HWNG64980764772017,VISA,371815353494687,2025-03-30 19:22:14,IKEA India,Health,52496.58,INR,RTGS,Olsonside,Refund,June,Approved
jenniferatkins,GB65FMOI35774667174758,VISA,4777703409872333911,2025-04-09 01:55:18,JioMart,Clothing,74342.95,INR,Bank Transfer,Port Gail,Refund,October,Reversed
gflynn,GB52MNEL93387743502286,American Express,4662953021272592540,2025-01-13 05:45:11,Pepperfry,Dining,29724.46,INR,Credit Card,Davidfurt,Deposit,November,Reversed
jerryjohnson,GB16NRWF76928598673348,Mastercard,30120574812491,2025-08-11 06:11:39,ShopClues,Health,22216.31,INR,NEFT,Jasonfurt,Purchase,March,Declined
vaughnkatie,GB93UMAG66389182289560,VISA,3577893708619866,2025-11-05 02:29:08,Lenskart,Dining,13630.78,INR,Bank Transfer,South Veronicachester,Refund,January,Reversed
andrewcunningham,GB14PUJZ82341512234432,rupay,3575471849428430,2025-03-17 15:01:36,BlueStone,Clothing,41915.76,INR,UPI,Howardfurt,Deposit,October,Declined
johnstevenson,GB97UXDS61934066281269,rupay,2282993725488713,2025-01-02 05:09:13,Reliance Fresh,Travel,17393.29,INR,Bank Transfer,North Deborahtown,Deposit,April,Reversed
kylegarcia,GB09ZWNO07075606971317,rupay,30211060479505,2025-12-13 15:07:53,ShopClues,Electronics,70245.96,INR,Credit Card,Port Sherry,Deposit,November,Approved
zoconnor,GB67XFQN08958809491889,American Express,30580696520787,2025-06-15 05:00:11,V-Mart Retail Ltd,Grocery,28461.35,INR,Debit Card,South Hannahfort,Deposit,October,Approved
jaredbecker,GB20NQMT98330424621998,VISA,3533158621129374,2025-06-11 09:17:54,Spencer’s Retail,Dining,37477.58,INR,Debit Card,Hunterburgh,Purchase,July,Pending
jaredbecker,GB96SBUO12066551063184,Diners Club,4689773383656783199,2025-04-22 21:49:09,JioMart,Grocery,17600.21,INR,RTGS,Mitchellshire,Purchase,November,Declined
kirkwebster,GB85TTNM58243997116189,VISA,3537313920299180,2025-11-23 02:48:38,BlueStone,Health,38787.23,INR,NEFT,Ericside,Deposit,April,Reversed
summerschristine,GB62SDFK87802910131441,Diners Club,6011250580674518,2025-11-11 07:04:32,IKEA India,Travel,64930.26,INR,Bank Transfer,Brianfurt,Withdrawal,August,Reversed
breyes,GB09ZSRR82118571133478,VISA,36805466659182,2025-11-21 18:58:53,Foodhall,Health,33110.43,INR,Mobile Payment,Turnerbury,Purchase,July,Approved
emily61,GB76QNKH10831575625069,Diners Club,4971060452560,2025-04-20 03:48:30,Future Group,Grocery,79460.40,INR,Credit Card,West Roy,Deposit,July,Declined
wsanford,GB08SQLQ48120437186226,Diners Club,30042180212942,2025-10-22 14:56:12,Snapdeal,Travel,39100.42,INR,Mobile Payment,Baldwinfurt,Refund,April,Pending
nicholsoncharles,GB24ZLGI83163787065013,VISA,2576770411986274,2025-05-25 06:19:58,HyperCity,Grocery,18568.27,INR,Mobile Payment,South Carolyn,Deposit,August,Pending
cynthia59,GB57ATKX79136742833801,VISA,180086938973444,2025-10-10 15:55:57,Metro Cash & Carry India,Health,30410.77,INR,Mobile Payment,Barrystad,Withdrawal,September,Declined
javier73,GB61AWNL52962834016084,Mastercard,5246985331334842,2025-07-03 20:21:38,Shoppers Stop,Electronics,7800.31,INR,Credit Card,Davidsonburgh,Refund,September,Declined
bmoreno,GB42BUZX23769811760499,American Express,3500288232231415,2025-12-12 10:53:46,Big Bazaar,Clothing,27909.28,INR,UPI,North Johnshire,Withdrawal,May,Reversed
fanthony,GB67MOJE20590075331696,chhupay,589954559409,2025-12-26 06:17:02,Reliance Fresh,Dining,82525.63,INR,UPI,Port Kimchester,Withdrawal,February,Reversed
robinnguyen,GB39IMMR95537641896080,chhupay,3563258858001552,2025-04-13 10:24:09,Brand Factory,Electronics,67217.25,INR,UPI,Davidhaven,Purchase,March,Reversed
mrose,GB87NNTS36799048631370,Maestro,213158917594052,2025-10-12 03:34:49,Nykaa,Clothing,42292.27,INR,Bank Transfer,West Alice,Deposit,April,Pending
cynthia59,GB81HBGN41759155261154,saphiro,6011723533723525,2025-04-16 10:33:44,Snapdeal,Grocery,71957.75,INR,UPI,West Erin,Deposit,September,Declined
cassandra79,GB34ESMX10200122180274,rupay,501827550358,2025-06-23 20:55:47,Reliance Fresh,Electronics,59284.69,INR,UPI,New Markmouth,Withdrawal,February,Approved
michellegonzalez,GB85NNCF43083973470566,Discover,502027905905,2025-02-03 17:24:06,Nykaa,Health,75015.08,INR,Debit Card,Ellishaven,Deposit,June,Declined
anne11,GB15OINZ06910854833461,chhupay,6011822606963198,2025-03-10 09:24:18,Titan Company,Dining,87284.30,INR,UPI,West Shannon,Deposit,July,Approved
michael57,GB49OVYE62088553375548,amex,4223982756841973376,2025-07-24 09:37:51,FirstCry,Travel,90441.60,INR,Credit Card,Michaelport,Withdrawal,January,Declined
carolhubbard,GB86QIVO52976171371497,rupay,4423901009290420,2025-03-16 00:07:24,Snapdeal,Dining,13036.20,INR,Credit Card,Lewisland,Purchase,September,Reversed
marissa73,GB49IUPB11464100397413,Mastercard,3584601799397214,2025-10-10 06:55:01,HyperCity,Clothing,64171.81,INR,NEFT,Ashleyshire,Deposit,July,Pending
alexandervicki,GB62LQBY71208998116911,Discover,3593776246083598,2025-11-11 14:06:53,Godrej Consumer Products,Health,41833.34,INR,Mobile Payment,New Jacqueline,Purchase,March,Declined
montgomeryamanda,GB74PWVM93609341138155,chhupay,36856732104628,2025-07-08 15:50:39,Flipkart,Clothing,61265.83,INR,UPI,Vegaberg,Withdrawal,November,Reversed
tadams,GB24FAZB46355522039440,VISA,30253283120045,2025-05-06 23:45:14,JioMart,Grocery,2598.86,INR,Bank Transfer,South Lauramouth,Purchase,May,Reversed
nholland,GB15AMAE13853918529386,chhupay,4453473877846058,2025-12-27 10:51:49,BabyChakra,Grocery,81757.52,INR,Bank Transfer,South Scottshire,Deposit,August,Pending
lisa91,GB24BBZA89710486261867,rupay,3502200363297030,2025-01-29 22:13:57,Snapdeal,Grocery,49271.41,INR,Mobile Payment,Alexanderchester,Deposit,November,Approved
powersrhonda,GB19VTPM40289026548993,Discover,060411475795,2025-04-22 21:17:42,Amazon India,Grocery,44322.17,INR,Debit Card,New Ryan,Purchase,May,Pending
mlong,GB47DZPS26766276997424,Discover,4077124176946880484,2025-07-26 17:59:41,Flipkart,Health,24647.90,INR,Bank Transfer,West Jose,Purchase,December,Declined
lisaflores,GB48EYQK35190962844457,VISA,4801537949349724887,2025-06-10 15:31:49,Decathlon India,Travel,521.80,INR,RTGS,Reneeside,Deposit,October,Declined
patrickrobinson,GB89LAEO31699618200865,Mastercard,676103419302,2025-10-12 00:36:59,Nykaa,Travel,4907.12,INR,Bank Transfer,West Shane,Deposit,May,Pending
laura08,GB04JEVK65881350222807,VISA,4006393210938,2025-04-25 22:57:32,Big Bazaar,Clothing,34546.31,INR,UPI,East Carlyfurt,Purchase,November,Pending
edward99,GB64ONCK29914914636026,chhupay,344097377035929,2025-01-27 23:52:37,Bewakoof,Grocery,9636.36,INR,Mobile Payment,North Miranda,Withdrawal,April,Declined
gutierrezwendy,GB97DMHA24570069655979,VISA,2335267149582485,2025-07-23 10:43:19,Snapdeal,Dining,39034.99,INR,Credit Card,Vancemouth,Deposit,June,Reversed
jjohnson,GB22AKIZ52183635567649,chhupay,30119473156075,2025-11-06 23:25:49,V-Mart Retail Ltd,Clothing,75012.70,INR,NEFT,North Carolineburgh,Withdrawal,August,Reversed
savannah35,GB70UPXF58573379297820,Mastercard,676188125311,2025-11-11 20:58:05,Decathlon India,Grocery,80971.48,INR,Credit Card,West Carla,Deposit,November,Pending
kristinchoi,GB40PBHL36766933229979,chhupay,3502200363297030,2025-05-16 17:59:47,Pantaloons,Travel,7230.06,INR,Debit Card,Brownshire,Withdrawal,September,Declined
christina57,GB84NQNK95770051739906,VISA,3528836791937653,2025-06-16 20:50:01,V-Mart Retail Ltd,Dining,80485.12,INR,Mobile Payment,Kylemouth,Purchase,April,Pending
xgarcia,GB41XLYZ74526463468644,Discover,6011417062475686,2025-10-12 06:49:04,Godrej Consumer Products,Clothing,32643.47,INR,UPI,Andrealand,Purchase,October,Approved
cindy00,GB60HDBM05384398777307,VISA,3528836791937653,2025-12-18 15:37:22,Titan Company,Dining,26291.10,INR,Mobile Payment,Port David,Refund,May,Declined
snydercharles,GB66ADME76599378563238,American Express,4087820120260376,2025-11-09 19:00:46,HyperCity,Electronics,38144.25,INR,RTGS,Marshallberg,Withdrawal,April,Reversed
jeffreysellers,GB95RYXQ37602606743809,Diners Club,6540549502693369,2025-12-06 19:18:41,HyperCity,Travel,56281.02,INR,NEFT,Lake Charles,Refund,June,Pending
ayalanicole,GB13RQNR29390283539987,amex,30398945519504,2025-03-29 13:29:14,CaratLane,Travel,27756.14,INR,UPI,Joyville,Deposit,August,Declined
romerovanessa,GB40AUXL11296625612352,VISA,4294903270351382,2025-07-18 05:30:05,DMart,Travel,42114.55,INR,Credit Card,Lunamouth,Deposit,July,Approved
mooreanthony,GB36KVVD56456442648204,Maestro,4252463087364,2025-08-02 10:53:02,Tata CLiQ,Health,23955.49,INR,Credit Card,East Theodoreshire,Purchase,January,Approved
benjamin84,GB47OROS57307225102289,rupay,371344829339293,2025-11-23 12:12:07,Future Group,Health,93418.07,INR,Bank Transfer,Frederickburgh,Purchase,September,Approved
hkline,GB81EQWI12248184922208,amex,30369640751627,2025-11-02 01:56:58,Amazon India,Electronics,87707.37,INR,Debit Card,East Joshua,Refund,March,Pending
marshallmaria,GB67MMBG03161062037263,American Express,30131252519811,2025-08-16 11:31:32,Tata CLiQ,Electronics,83344.25,INR,Credit Card,Robinborough,Refund,March,Pending
ashley30,GB58UDBA92062636240016,saphiro,4165001448049,2025-05-30 09:49:16,Spencer’s Retail,Clothing,85488.38,INR,Debit Card,Andradeton,Purchase,October,Reversed
mlong,GB52RDER69981299667466,rupay,4974969886658023893,2025-06-04 16:37:02,Big Bazaar,Dining,71126.32,INR,RTGS,Rosemouth,Deposit,March,Reversed
kevingreene,GB63OKHF21497021572329,Maestro,3501184827273863,2025-11-26 21:44:21,Myntra,Electronics,46697.63,INR,Debit Card,Larryside,Refund,December,Reversed
javier73,GB33PBWF68889009803305,Maestro,180096878980622,2025-12-22 11:04:26,ShopClues,Grocery,47715.37,INR,Credit Card,South Robert,Withdrawal,February,Declined
kyoung,GB53CIXW39829173840461,Maestro,36841666087197,2025-12-15 00:23:00,Avenue Supermarts,Health,55828.45,INR,Mobile Payment,South Jamieberg,Purchase,July,Approved
bookerkelly,GB51LKDZ64869382214115,Maestro,3555120567027940,2025-10-10 03:02:36,DMart,Travel,17133.65,INR,Mobile Payment,East Penny,Purchase,November,Approved
danabates,GB21CWTW44473847896648,VISA,378578423477735,2025-03-03 10:24:38,CaratLane,Dining,16531.29,INR,UPI,Ronaldton,Withdrawal,May,Approved
martinsamantha,GB86FFAX43930167479304,amex,30498628643330,2025-02-13 16:19:21,Spencer’s Retail,Clothing,7004.93,INR,NEFT,Jenniferburgh,Withdrawal,February,Declined
elizabethroth,GB48JUWK91933351446742,rupay,4062593689827,2025-09-12 21:29:43,Myntra,Travel,74466.58,INR,Credit Card,Zavalatown,Withdrawal,September,Declined
stewartedwin,GB49QDYA21757086731521,chhupay,4520243642981137,2025-06-30 12:15:11,Titan Company,Clothing,58043.77,INR,RTGS,New Adam,Purchase,November,Pending
xdodson,GB49KCJF56335592334337,amex,180084592806091,2025-08-18 01:43:45,Aditya Birla Retai,Electronics,2216.36,INR,Mobile Payment,New Jeffreymouth,Refund,November,Approved
rebeccaevans,GB10VHBG84542199147548,Maestro,676161497018,2025-02-27 23:33:17,Godrej Consumer Products,Health,90845.17,INR,Bank Transfer,Amberton,Withdrawal,November,Reversed
heatherlopez,GB53IIZF82503914746889,Maestro,4571357028917511,2025-04-01 04:18:04,HyperCity,Grocery,20292.02,INR,Mobile Payment,Dianastad,Refund,February,Approved
elizabeth23,GB76UVCD29104249505053,Mastercard,4653485956951755,2025-04-04 21:19:59,Tata CLiQ,Travel,51708.74,INR,Bank Transfer,Robertsmouth,Withdrawal,April,Pending
nathan18,GB97JZHU74357324721215,Maestro,3502178987226785,2025-10-16 22:59:53,Snapdeal,Clothing,15863.93,INR,RTGS,Ruizport,Purchase,January,Reversed
emilybrown,GB14XPGJ62608432352599,VISA,2579949907097054,2025-11-30 00:44:16,Tata CLiQ,Electronics,8357.53,INR,NEFT,Alexanderhaven,Purchase,January,Approved
brett28,GB29CZAA31217021461630,Discover,2517950877130573,2025-02-09 10:18:13,Myntra,Travel,14818.40,INR,Credit Card,Keyborough,Deposit,July,Approved
danielgarcia,GB06PVMI91272678355709,Discover,3564707389842230,2025-03-16 21:06:35,Pepperfry,Travel,48966.82,INR,NEFT,Andrewmouth,Withdrawal,February,Reversed
david50,GB22GWMP45991822244418,Discover,4805666027155321,2025-12-08 16:50:59,Westside,Clothing,55077.52,INR,Debit Card,Port Christinashire,Refund,October,Declined
carlarobles,GB45NPHE59252115814361,VISA,4809713521990876818,2025-12-02 19:00:32,Spar Hypermarket,Dining,26949.62,INR,RTGS,West Timothyburgh,Withdrawal,December,Declined
rhoover,GB51LQXQ78927129418155,VISA,4598976129729677308,2025-03-07 01:05:46,Foodhall,Clothing,80843.71,INR,Debit Card,Craigburgh,Deposit,December,Approved
william81,GB68CBML00807566417066,rupay,4406658890708719,2025-04-14 15:40:56,JioMart,Travel,88527.71,INR,Bank Transfer,North Caitlinmouth,Purchase,September,Reversed
tanya26,GB56IEFE80277387809200,rupay,4595624508655911579,2025-12-20 17:40:46,Reliance Digital,Dining,37839.81,INR,Mobile Payment,Hortonstad,Deposit,November,Approved
cliffordwells,GB53TGLE16742349496975,rupay,4933812282336691001,2025-04-29 17:53:13,DMart,Dining,9076.04,INR,NEFT,East Mark,Refund,October,Declined
cwalters,GB09QHKT15467692558122,VISA,4598976129729677308,2025-08-20 06:29:03,Nykaa,Grocery,64687.61,INR,Mobile Payment,West Isabelhaven,Withdrawal,July,Declined
sullivandanielle,GB61YNSZ21499808565769,rupay,6540207246742881,2025-07-16 12:07:36,Flipkart,Clothing,93349.35,INR,UPI,Port Michellemouth,Withdrawal,March,Reversed
millerleah,GB92QVUH06350213077865,Discover,3549277790192237,2025-06-08 23:30:35,Bewakoof,Travel,58878.82,INR,Bank Transfer,Lake Melissa,Refund,January,Pending
isanchez,GB65OIRL89594480935204,Maestro,4195454272344439,2025-09-10 05:26:53,Metro Cash & Carry India,Electronics,96051.21,INR,UPI,Russellville,Withdrawal,July,Reversed
ryanmurray,GB15CUNW69764821869598,Discover,4736652943197,2025-06-20 13:58:50,ShopClues,Electronics,89009.60,INR,RTGS,Port Robert,Withdrawal,March,Approved
marissacraig,GB23MKPE74768038738715,American Express,4038908092416389,2025-10-17 11:53:38,Urban Ladder,Travel,55700.14,INR,NEFT,Lake Davidstad,Withdrawal,October,Pending
julie37,GB19VMDN35496949856643,chhupay,3510774028529904,2025-06-27 05:55:03,CaratLane,Electronics,47663.50,INR,UPI,Thomasside,Refund,February,Reversed
jamesmeyers,GB75EZTN30182314671144,Discover,6011066252715615,2025-07-05 04:24:38,V-Mart Retail Ltd,Dining,10875.69,INR,RTGS,Baxterbury,Withdrawal,April,Declined
williamsjustin,GB29ZVWS71340455661734,amex,4377460928501875275,2025-04-12 14:34:02,Brand Factory,Clothing,15993.37,INR,Bank Transfer,South Sydney,Purchase,September,Pending
nmartin,GB45VOST85649612445060,VISA,3501313920449274,2025-07-06 21:52:17,CaratLane,Grocery,73431.47,INR,RTGS,East Steveland,Deposit,September,Approved
jillpollard,GB87CDXV05642409576059,Diners Club,3593776246083598,2025-03-14 07:12:32,Decathlon India,Clothing,79158.52,INR,Credit Card,Ellisfurt,Deposit,July,Declined
harrisangela,GB96JJON11188052790826,rupay,213189175924913,2025-06-08 09:54:42,Snapdeal,Dining,35637.23,INR,RTGS,New Cherylborough,Deposit,March,Approved
clarkdaniel,GB10DDCT90120643824483,American Express,4329750404758942564,2025-09-29 14:56:08,Urban Ladder,Dining,75808.11,INR,UPI,Mosleyfort,Withdrawal,April,Reversed
bakerlaura,GB45RLGI48467304768365,VISA,4160637296713677,2025-06-29 17:25:19,Metro Cash & Carry India,Travel,61488.78,INR,NEFT,North Kristinaside,Purchase,February,Declined
cliffordwells,GB18UEPX88942144784239,American Express,3563791695117827,2025-12-10 18:23:17,HyperCity,Grocery,73777.18,INR,Mobile Payment,Shelbyview,Refund,April,Approved
chaneyandrea,GB17BDIC77829602272966,rupay,3525447398763998,2025-07-15 14:04:39,Snapdeal,Grocery,80104.74,INR,Bank Transfer,South Robinfurt,Purchase,March,Declined
brichards,GB26UOGY27378339123320,chhupay,180091973524508,2025-09-16 02:36:50,Big Bazaar,Electronics,354.59,INR,UPI,South Tracy,Refund,November,Reversed
xgarcia,GB29QAEL27627623201342,rupay,342665926137222,2025-04-11 00:31:47,Myntra,Clothing,60727.99,INR,Mobile Payment,Fordville,Purchase,December,Approved
david53,GB50ZQJR77036010760177,VISA,676331055068,2025-03-27 10:41:59,Fabindia,Dining,65393.03,INR,NEFT,East Michelle,Deposit,August,Reversed
tyler59,GB33DHQS77622264819914,rupay,180084592806091,2025-02-22 04:59:22,Nilgiris,Travel,21984.76,INR,UPI,South Dylan,Purchase,September,Approved
caseyscott,GB87NWPP06156218569432,Diners Club,3587215104712376,2025-04-02 17:52:11,Reliance Retail,Health,20844.57,INR,Debit Card,Tammyland,Deposit,August,Pending
hernandezrobert,GB34KSYY49379207699201,saphiro,30251795067951,2025-04-22 12:58:30,Spencer’s Retail,Travel,35264.07,INR,RTGS,Griffinfurt,Deposit,July,Declined
wlove,GB12VOPW76446278147092,saphiro,4317802347955535,2025-06-14 20:31:47,Pepperfry,Dining,89335.52,INR,NEFT,Lake Jodyborough,Deposit,August,Pending
landerson,GB57TQDS40013228623403,VISA,3517406764383005,2025-07-12 10:14:45,BigBasket,Dining,94662.50,INR,RTGS,Margaretland,Purchase,May,Pending
sarahduffy,GB80WKDO43483677209979,VISA,3530726579515571,2025-03-05 00:42:41,FirstCry,Grocery,12338.44,INR,Mobile Payment,Natalieburgh,Refund,November,Pending
carrolljennifer,GB95MLRB58239155796351,saphiro,348767317070089,2025-04-16 04:25:00,CaratLane,Travel,13156.74,INR,Debit Card,Silvaborough,Withdrawal,March,Approved
tinafoster,GB75XYMW47302648130794,rupay,4195454272344439,2025-05-08 01:25:42,Bewakoof,Travel,8807.52,INR,Mobile Payment,West Jacob,Deposit,January,Approved
cbaker,GB32DFYY03247264677151,amex,180034434076916,2025-06-12 18:45:55,Reliance Digital,Grocery,96187.13,INR,UPI,Priceton,Deposit,June,Approved
clarkdaniel,GB63SVIW55364586353574,Mastercard,4187278713633815,2025-05-19 11:17:00,Godrej Consumer Products,Clothing,77991.56,INR,Mobile Payment,Port Michaelmouth,Refund,November,Declined
patricia76,GB50GUUG99487137604379,Discover,340948265660067,2025-08-17 07:10:47,Pantaloons,Clothing,10752.32,INR,Mobile Payment,Johnmouth,Deposit,December,Pending
kristinchoi,GB31XWYO30773477415583,American Express,4520081992742687208,2025-08-19 07:27:42,DMart,Clothing,63470.83,INR,Mobile Payment,North Jenniferland,Refund,December,Reversed
sandersalex,GB56UZPJ59788359324887,rupay,341766685381265,2025-01-12 23:54:24,Bewakoof,Electronics,52996.21,INR,UPI,South Jennifertown,Purchase,July,Pending
angie41,GB78XBEP11796008188997,Diners Club,3549277790192237,2025-03-01 14:06:00,Reliance Fresh,Travel,210.84,INR,RTGS,West Richard,Refund,January,Pending
hmaldonado,GB98KMYW71716469678960,VISA,30442002635470,2025-09-09 17:34:51,Bewakoof,Dining,60117.98,INR,NEFT,Port Gabriel,Deposit,December,Reversed
erica01,GB89HEOP40380990062934,American Express,2509405855140771,2025-05-30 03:27:52,Fabindia,Clothing,84639.08,INR,NEFT,Robertfurt,Purchase,September,Reversed
